station_number,month,mean_temp,mean_dew_point,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_temperature,total_precipitation,fog,rain,snow,hail,thunder,tornado,max_temperature_explicit_enc,day_of_year,day_of_week
725320,6,79.0999984741211,67.69999694824219,9.600000381469728,6.699999809265137,14.0,69.0999984741211,0.0,0,0,0,0,0,0,1.0,161,4
725300,12,23.89999961853028,17.600000381469727,7.699999809265137,5.800000190734863,11.100000381469728,9.0,0.0,0,0,0,0,0,0,0.0,347,1
725327,4,66.19999694824219,50.5,10.0,7.300000190734863,12.0,53.59999847412109,0.0,0,0,0,0,0,0,1.0,96,2
725320,12,32.0,28.799999237060547,5.300000190734863,5.900000095367432,15.899999618530272,25.0,0.0,1,1,1,1,1,1,0.0,349,3
725316,8,77.5,71.19999694824219,6.900000095367432,6.900000095367432,13.0,73.0,0.6800000071525574,0,0,0,0,0,0,0.0,225,5
725315,9,69.9000015258789,57.09999847412109,10.0,5.5,11.100000381469728,57.20000076293945,0.0,0,0,0,0,0,0,1.0,244,3
725305,9,78.69999694824219,62.900001525878906,4.199999809265137,6.900000095367432,9.899999618530272,68.0,0.0,0,0,0,0,0,0,0.0,254,6
725320,11,50.29999923706055,45.29999923706055,7.400000095367432,11.800000190734863,18.100000381469727,46.0,0.1700000017881393,1,1,1,1,1,1,1.0,331,6
725320,5,44.400001525878906,26.89999961853028,10.0,8.5,17.100000381469727,34.0,0.0,0,0,0,0,0,0,0.0,121,6
725300,9,66.5,62.29999923706055,8.600000381469727,7.5,13.0,60.09999847412109,0.1400000005960464,1,1,1,1,1,1,0.0,269,0
725320,9,70.4000015258789,57.5,9.300000190734863,3.5,12.0,57.0,0.0,1,1,1,1,1,1,0.0,264,2
725316,9,55.20000076293945,39.400001525878906,10.0,9.399999618530272,18.100000381469727,44.59999847412109,0.4300000071525574,0,0,0,0,0,0,1.0,272,3
725300,7,76.4000015258789,66.5999984741211,9.800000190734863,7.800000190734863,12.0,64.0,0.0,0,0,0,0,0,0,0.0,203,4
725320,4,48.400001525878906,32.599998474121094,8.0,6.0,15.899999618530272,39.900001525878906,0.0,1,1,1,1,1,1,0.0,120,5
725314,10,50.20000076293945,48.20000076293945,6.099999904632568,7.099999904632568,8.899999618530273,42.79999923706055,,0,0,0,0,0,0,1.0,299,3
725315,11,33.20000076293945,31.39999961853028,5.5,13.0,15.899999618530272,30.0,0.5099999904632568,0,0,0,0,0,0,0.0,334,3
725317,5,62.900001525878906,59.400001525878906,4.400000095367432,2.900000095367432,5.099999904632568,55.900001525878906,0.0,1,1,1,1,1,1,0.0,130,2
725317,2,30.5,18.89999961853028,9.399999618530272,4.5,14.0,26.600000381469727,0.0,0,0,0,0,0,0,1.0,39,2
725315,2,34.29999923706055,25.89999961853028,7.699999809265137,8.100000381469727,12.0,23.0,0.0,0,0,0,0,0,0,1.0,53,2
725327,4,49.400001525878906,31.89999961853028,10.0,5.300000190734863,12.0,33.79999923706055,0.0,0,0,0,0,0,0,1.0,100,0
725316,8,70.19999694824219,59.0,10.0,3.0999999046325684,7.0,59.0,0.0,0,0,0,0,0,0,1.0,233,0
725314,2,37.79999923706055,25.799999237060547,8.5,4.400000095367432,11.100000381469728,24.799999237060547,0.0,0,0,0,0,0,0,1.0,53,2
725314,4,54.5,36.09999847412109,10.0,7.0,14.0,39.20000076293945,0.0,0,0,0,0,0,0,1.0,100,0
725305,2,22.100000381469727,9.699999809265137,10.0,7.800000190734863,12.0,12.199999809265137,0.0,0,0,0,0,0,0,1.0,40,3
725314,2,30.5,9.5,10.0,5.0,9.899999618530272,17.600000381469727,0.0,0,0,0,0,0,0,1.0,57,6
725314,1,32.79999923706055,24.5,9.600000381469728,8.199999809265137,13.0,30.200000762939453,0.0,0,0,0,0,0,0,1.0,6,4
725305,5,56.20000076293945,36.59999847412109,10.0,4.0,8.899999618530273,39.0,0.0,0,0,0,0,0,0,0.0,143,1
725326,9,61.20000076293945,47.29999923706055,10.0,7.800000190734863,15.0,57.20000076293945,0.0,0,0,0,0,0,0,0.0,270,2
725326,10,43.70000076293945,39.59999847412109,7.800000190734863,8.600000381469727,12.0,42.79999923706055,0.0,0,0,0,0,0,0,0.0,300,4
725326,12,45.0,42.900001525878906,2.0,5.599999904632568,19.0,39.20000076293945,0.0,0,0,0,0,0,0,1.0,356,4
725305,7,74.19999694824219,66.30000305175781,9.899999618530272,9.899999618530272,19.0,64.0,0.0,0,0,0,0,0,0,0.0,205,0
725315,4,49.09999847412109,44.0,9.399999618530272,18.600000381469727,49.0,42.79999923706055,0.4900000095367431,0,0,0,0,0,0,1.0,93,0
725314,7,75.80000305175781,62.5,7.599999904632568,7.199999809265137,18.100000381469727,69.0999984741211,1.75,0,0,0,0,0,0,0.0,186,2
725317,8,70.5,67.19999694824219,4.400000095367432,3.900000095367432,11.100000381469728,68.0,0.0,1,1,1,1,1,1,0.0,223,4
725327,2,40.400001525878906,38.0,6.599999904632568,4.5,14.0,37.400001525878906,0.0199999995529651,1,1,1,1,1,1,1.0,34,4
725300,4,67.4000015258789,50.900001525878906,10.0,15.399999618530272,21.0,60.79999923706055,0.0299999993294477,0,0,0,0,0,0,1.0,102,2
725314,8,73.9000015258789,64.0,7.699999809265137,4.300000190734863,7.0,63.0,0.0,0,0,0,0,0,0,0.0,237,4
725327,5,58.5,54.70000076293945,5.800000190734863,4.099999904632568,11.100000381469728,53.59999847412109,0.209999993443489,1,1,1,1,1,1,1.0,122,1
725327,7,75.4000015258789,71.69999694824219,8.300000190734863,5.199999809265137,16.899999618530273,70.0,0.0,0,0,0,0,0,0,0.0,208,3
725320,9,65.0999984741211,61.59999847412109,6.199999809265137,5.099999904632568,11.100000381469728,59.0,0.2800000011920929,0,0,0,0,0,0,0.0,255,1
725317,6,70.5,56.20000076293945,9.899999618530272,1.899999976158142,12.0,60.79999923706055,0.0,0,0,0,0,0,0,1.0,154,5
725316,4,50.29999923706055,40.400001525878906,10.0,10.0,18.100000381469727,46.400001525878906,0.0,0,0,0,0,0,0,1.0,91,5
725314,11,51.29999923706055,44.5,5.5,3.5999999046325684,11.100000381469728,37.400001525878906,,1,1,1,1,1,1,1.0,312,2
725300,7,75.80000305175781,61.900001525878906,10.0,8.5,16.899999618530273,60.09999847412109,0.0,0,0,0,0,0,0,0.0,205,0
725320,2,38.70000076293945,15.600000381469728,10.0,5.400000095367432,8.899999618530273,28.39999961853028,0.0,0,0,0,0,0,0,1.0,58,0
725314,4,53.400001525878906,34.900001525878906,10.0,2.5,6.0,34.0,0.0,0,0,0,0,0,0,0.0,117,3
725330,6,59.59999847412109,51.20000076293945,8.899999618530273,5.900000095367432,11.100000381469728,53.09999847412109,0.0900000035762786,0,0,0,0,0,0,0.0,161,5
725305,2,17.899999618530273,4.5,10.0,8.800000190734863,12.0,12.0,0.0,0,0,0,0,0,0,0.0,49,6
725315,9,76.0,62.59999847412109,9.399999618530272,5.599999904632568,15.899999618530272,64.4000015258789,0.1500000059604644,0,0,0,0,0,0,1.0,263,3
725316,2,20.100000381469727,6.599999904632568,8.800000190734863,10.300000190734863,16.899999618530273,12.199999809265137,0.0,0,0,0,0,0,0,1.0,33,4
725317,4,33.599998474121094,20.100000381469727,10.0,15.199999809265137,21.0,28.39999961853028,0.0,0,0,0,0,0,0,1.0,95,3
725327,9,57.59999847412109,50.59999847412109,6.300000190734863,2.5999999046325684,8.899999618530273,46.400001525878906,0.0,1,1,1,1,1,1,1.0,270,3
725327,10,65.0999984741211,56.70000076293945,8.199999809265137,9.300000190734863,14.0,60.09999847412109,0.3300000131130218,0,0,0,0,0,0,0.0,274,0
725305,3,70.5999984741211,58.59999847412109,10.0,14.0,19.0,62.59999847412109,0.0,0,0,0,0,0,0,1.0,85,0
725327,4,31.100000381469727,18.100000381469727,9.699999809265137,5.5,8.899999618530273,28.39999961853028,0.0,0,0,0,0,0,0,1.0,98,6
725300,1,28.799999237060547,24.600000381469727,7.099999904632568,6.5,9.899999618530272,26.100000381469727,0.0799999982118606,0,0,0,0,0,0,0.0,22,0
725327,6,72.69999694824219,55.900001525878906,10.0,6.099999904632568,13.0,62.09999847412109,0.0,0,0,0,0,0,0,0.0,172,3
725317,10,60.0,50.5,8.399999618530273,7.099999904632568,15.899999618530272,53.59999847412109,0.4799999892711639,0,0,0,0,0,0,1.0,295,0
725320,7,76.69999694824219,64.9000015258789,8.399999618530273,5.800000190734863,9.899999618530272,69.0999984741211,0.0,0,0,0,0,0,0,0.0,210,6
725317,7,72.80000305175781,60.0,9.5,1.0,4.099999904632568,62.09999847412109,0.0,0,0,0,0,0,0,0.0,206,2
725314,1,34.5,31.299999237060547,8.600000381469727,10.100000381469728,18.100000381469727,26.600000381469727,0.4099999964237213,0,0,0,0,0,0,1.0,15,0
725300,11,50.59999847412109,47.70000076293945,3.0999999046325684,6.5,9.899999618530272,42.09999847412109,0.0099999997764825,1,1,1,1,1,1,0.0,324,1
725330,10,60.79999923706055,46.70000076293945,9.699999809265137,7.199999809265137,13.0,50.0,0.1199999973177909,0,0,0,0,0,0,0.0,295,0
725314,12,20.700000762939453,16.799999237060547,5.800000190734863,1.899999976158142,8.0,8.600000381469727,0.0,1,1,1,1,1,1,1.0,351,0
725317,5,55.59999847412109,40.20000076293945,9.399999618530272,11.800000190734863,18.100000381469727,45.0,0.0,0,0,0,0,0,0,0.0,137,3
725316,8,79.0999984741211,64.80000305175781,8.899999618530273,1.0,5.099999904632568,66.0,0.0,0,0,0,0,0,0,0.0,214,3
725320,4,52.59999847412109,32.099998474121094,10.0,9.100000381469728,16.899999618530273,42.09999847412109,0.0,0,0,0,0,0,0,0.0,108,2
725330,1,27.600000381469727,20.89999961853028,9.100000381469728,8.199999809265137,16.899999618530273,21.0,0.0,0,0,0,0,0,0,1.0,18,3
725315,5,72.80000305175781,55.70000076293945,10.0,5.400000095367432,9.899999618530272,62.09999847412109,0.0099999997764825,0,0,0,0,0,0,0.0,129,2
725320,9,62.79999923706055,45.0,10.0,3.900000095367432,11.100000381469728,45.0,0.0,0,0,0,0,0,0,0.0,256,3
725315,7,70.5,58.400001525878906,10.0,7.099999904632568,11.100000381469728,60.09999847412109,0.0,0,0,0,0,0,0,0.0,192,2
725320,12,38.09999847412109,36.5,0.699999988079071,3.299999952316284,8.0,37.0,0.0,1,1,1,1,1,1,1.0,355,4
725300,5,72.30000305175781,55.400001525878906,8.399999618530273,5.199999809265137,11.100000381469728,50.0,0.0,0,0,0,0,0,0,0.0,149,1
725300,4,42.59999847412109,35.20000076293945,8.0,6.900000095367432,14.0,39.20000076293945,0.0099999997764825,0,0,0,0,0,0,1.0,99,1
725320,5,54.59999847412109,39.79999923706055,10.0,3.700000047683716,11.100000381469728,37.0,0.0,0,0,0,0,0,0,0.0,137,4
725326,3,33.400001525878906,25.100000381469727,9.0,8.699999809265137,14.0,28.39999961853028,0.0,0,0,0,0,0,0,1.0,82,5
725326,10,49.5,35.900001525878906,10.0,15.600000381469728,35.0,39.20000076293945,0.0299999993294477,0,0,0,0,0,0,1.0,300,6
725314,9,65.19999694824219,52.59999847412109,6.300000190734863,2.700000047683716,8.899999618530273,50.0,0.0099999997764825,1,1,1,1,1,1,0.0,270,4
725330,4,42.79999923706055,34.599998474121094,8.399999618530273,4.099999904632568,8.0,30.200000762939453,0.0299999993294477,0,0,0,0,0,0,1.0,96,5
725316,5,67.30000305175781,58.900001525878906,9.899999618530272,16.0,23.89999961853028,60.09999847412109,0.0700000002980232,0,0,0,0,0,0,0.0,123,4
725327,7,75.0,68.0999984741211,6.699999809265137,5.5,13.0,66.0,0.270000010728836,1,1,1,1,1,1,0.0,202,6
725320,9,57.29999923706055,47.09999847412109,10.0,5.400000095367432,12.0,50.0,0.0,0,0,0,0,0,0,0.0,274,1
725316,10,59.0,45.59999847412109,10.0,4.599999904632568,11.100000381469728,44.09999847412109,0.0,0,0,0,0,0,0,0.0,284,4
725315,1,25.299999237060547,17.100000381469727,8.5,15.5,26.0,10.399999618530272,0.0099999997764825,1,1,1,1,1,1,1.0,22,1
725317,10,51.400001525878906,37.09999847412109,10.0,12.300000190734863,22.89999961853028,46.400001525878906,0.0,0,0,0,0,0,0,1.0,300,6
725315,11,60.5,45.29999923706055,10.0,9.899999618530272,15.899999618530272,50.0,0.0,0,0,0,0,0,0,1.0,308,0
725314,11,42.400001525878906,26.200000762939453,10.0,3.0999999046325684,8.0,37.400001525878906,0.0,0,0,0,0,0,0,1.0,334,5
725300,10,46.79999923706055,41.0,8.399999618530273,8.399999618530273,15.0,42.79999923706055,0.1899999976158142,0,0,0,0,0,0,1.0,299,5
725320,10,56.79999923706055,42.59999847412109,9.5,7.199999809265137,13.0,35.099998474121094,0.0,0,0,0,0,0,0,0.0,305,4
725314,9,66.69999694824219,60.70000076293945,9.100000381469728,2.700000047683716,8.0,60.09999847412109,0.0099999997764825,0,0,0,0,0,0,0.0,264,5
725316,4,51.0,38.79999923706055,9.800000190734863,9.199999809265137,15.899999618530272,37.0,0.0,0,0,0,0,0,0,0.0,121,2
725305,12,7.400000095367432,-0.2000000029802322,9.600000381469728,7.300000190734863,18.100000381469727,-2.200000047683716,0.1500000059604644,0,0,0,0,0,0,1.0,360,3
725327,4,62.79999923706055,47.79999923706055,8.699999809265137,6.199999809265137,12.0,46.900001525878906,0.0,0,0,0,0,0,0,0.0,113,1
725300,12,24.299999237060547,18.39999961853028,8.199999809265137,9.899999618530272,19.0,17.600000381469727,1.1200000047683716,0,0,0,0,0,0,1.0,345,2
725305,7,77.30000305175781,69.4000015258789,9.800000190734863,9.100000381469728,19.0,69.80000305175781,0.0799999982118606,0,0,0,0,0,0,1.0,190,1
725315,11,50.0,47.20000076293945,6.0,12.399999618530272,18.100000381469727,48.0,0.0900000035762786,0,0,0,0,0,0,0.0,319,4
725316,4,57.70000076293945,48.70000076293945,9.800000190734863,17.799999237060547,26.0,48.0,0.8799999952316284,0,0,0,0,0,0,0.0,102,4
725317,3,41.59999847412109,31.5,9.899999618530272,4.800000190734863,8.899999618530273,30.200000762939453,0.0099999997764825,0,0,0,0,0,0,1.0,80,3
725305,5,65.5,54.20000076293945,8.399999618530273,9.5,16.899999618530273,59.0,0.4600000083446502,0,0,0,0,0,0,0.0,128,2
725330,4,36.400001525878906,23.39999961853028,10.0,5.400000095367432,12.0,26.100000381469727,0.0,0,0,0,0,0,0,0.0,93,2
725317,11,45.400001525878906,41.29999923706055,7.900000095367432,10.5,15.0,39.20000076293945,0.0700000002980232,0,0,0,0,0,0,1.0,317,2
725316,8,77.80000305175781,73.0,6.400000095367432,5.599999904632568,8.899999618530273,71.0999984741211,0.0099999997764825,0,0,0,0,0,0,0.0,214,4
725316,7,72.80000305175781,56.20000076293945,10.0,4.599999904632568,11.100000381469728,55.900001525878906,0.0,0,0,0,0,0,0,0.0,183,1
725320,6,69.80000305175781,48.0,10.0,4.599999904632568,9.899999618530272,55.400001525878906,0.0,0,0,0,0,0,0,1.0,170,2
725327,10,48.59999847412109,39.79999923706055,10.0,3.799999952316284,8.899999618530273,37.400001525878906,0.0,0,0,0,0,0,0,1.0,279,6
725316,11,32.29999923706055,20.700000762939453,10.0,6.900000095367432,14.0,21.89999961853028,0.0,0,0,0,0,0,0,0.0,328,6
725320,10,54.79999923706055,46.09999847412109,10.0,2.5999999046325684,7.0,41.0,0.0,0,0,0,0,0,0,0.0,277,4
725316,11,52.0,37.0,10.0,8.699999809265137,18.100000381469727,44.59999847412109,0.0,0,0,0,0,0,0,1.0,306,0
725314,11,53.400001525878906,39.70000076293945,10.0,5.900000095367432,13.0,42.09999847412109,0.0099999997764825,0,0,0,0,0,0,0.0,306,0
725315,2,45.0,42.5,2.299999952316284,9.199999809265137,22.0,34.0,0.0299999993294477,1,1,1,1,1,1,0.0,57,3
725330,2,43.29999923706055,38.79999923706055,8.399999618530273,15.699999809265137,27.0,30.0,0.5699999928474426,0,0,0,0,0,0,0.0,58,4
725330,4,34.5,21.100000381469727,10.0,12.699999809265137,20.0,30.0,0.0,0,0,0,0,0,0,0.0,97,1
725317,7,74.19999694824219,67.0,8.399999618530273,6.800000190734863,14.0,68.0,0.4399999976158142,0,0,0,0,0,0,1.0,196,2
725327,12,22.799999237060547,18.39999961853028,7.699999809265137,6.699999809265137,12.0,15.800000190734863,0.0,0,0,0,0,0,0,1.0,364,2
725305,3,38.70000076293945,31.89999961853028,9.5,8.100000381469727,16.899999618530273,33.79999923706055,0.8299999833106995,0,0,0,0,0,0,1.0,68,0
725314,1,18.600000381469727,12.199999809265137,5.699999809265137,8.199999809265137,13.0,14.0,0.2199999988079071,0,0,0,0,0,0,1.0,28,2
725300,12,32.900001525878906,30.299999237060547,3.5999999046325684,13.399999618530272,21.0,24.799999237060547,0.0,0,0,0,0,0,0,1.0,343,2
725320,1,-8.800000190734863,-17.299999237060547,10.0,7.900000095367432,11.100000381469728,-17.0,0.0,0,0,0,0,0,0,1.0,15,3
725330,8,70.69999694824219,59.59999847412109,9.5,1.399999976158142,5.099999904632568,57.20000076293945,0.0,1,1,1,1,1,1,1.0,225,3
725300,10,49.900001525878906,46.09999847412109,9.0,7.0,13.0,46.400001525878906,0.2199999988079071,0,0,0,0,0,0,1.0,276,5
725314,11,40.20000076293945,29.5,10.0,11.699999809265137,18.100000381469727,37.900001525878906,0.0,0,0,0,0,0,0,0.0,330,3
725316,10,54.59999847412109,47.400001525878906,9.300000190734863,6.900000095367432,9.899999618530272,51.09999847412109,0.050000000745058,0,0,0,0,0,0,0.0,299,0
725316,4,57.20000076293945,54.900001525878906,3.5,6.400000095367432,9.899999618530272,50.0,0.0299999993294477,1,1,1,1,1,1,1.0,119,2
725327,6,62.59999847412109,56.20000076293945,4.900000095367432,4.199999809265137,6.0,55.400001525878906,0.4300000071525574,1,1,1,1,1,1,1.0,163,4
725315,9,65.0999984741211,62.70000076293945,4.0,4.300000190734863,8.0,62.59999847412109,0.1199999973177909,0,0,0,0,0,0,1.0,268,4
725315,2,8.0,-0.5,10.0,11.5,20.0,-0.4000000059604645,0.0,0,0,0,0,0,0,1.0,35,2
725330,3,45.29999923706055,26.89999961853028,10.0,8.699999809265137,16.899999618530273,36.0,0.0,0,0,0,0,0,0,0.0,78,3
725330,6,71.4000015258789,56.79999923706055,10.0,6.800000190734863,13.0,54.0,0.0,0,0,0,0,0,0,0.0,158,6
725305,11,51.5,37.70000076293945,10.0,7.400000095367432,14.0,41.0,0.0,0,0,0,0,0,0,0.0,314,1
725326,9,59.59999847412109,55.70000076293945,4.599999904632568,1.600000023841858,4.099999904632568,53.59999847412109,0.1800000071525573,0,0,0,0,0,0,0.0,269,5
725314,8,70.69999694824219,61.29999923706055,9.199999809265137,7.199999809265137,11.100000381469728,62.59999847412109,0.0099999997764825,0,0,0,0,0,0,1.0,241,5
725314,9,66.69999694824219,57.70000076293945,9.5,2.799999952316284,8.0,51.09999847412109,0.0,0,0,0,0,0,0,0.0,257,0
725330,11,47.0,32.5,10.0,11.199999809265137,15.0,37.900001525878906,0.0,0,0,0,0,0,0,0.0,315,2
725320,12,30.700000762939453,26.5,3.299999952316284,6.300000190734863,9.899999618530272,28.39999961853028,0.1000000014901161,0,0,0,0,0,0,1.0,353,5
725314,9,70.80000305175781,64.30000305175781,10.0,3.299999952316284,8.0,64.9000015258789,0.0,0,0,0,0,0,0,0.0,266,2
725326,4,45.79999923706055,30.299999237060547,9.0,5.199999809265137,15.0,32.0,0.0,0,0,0,0,0,0,1.0,105,2
725300,6,80.0,63.09999847412109,10.0,6.699999809265137,11.100000381469728,73.0,0.0,0,0,0,0,0,0,0.0,177,4
725320,12,9.600000381469728,-0.800000011920929,8.699999809265137,14.199999809265137,20.0,3.200000047683716,0.0,1,1,1,1,1,1,1.0,344,3
725317,5,60.900001525878906,54.5,7.0,2.700000047683716,6.0,55.900001525878906,0.0,0,0,0,0,0,0,0.0,126,2
725314,8,72.0999984741211,62.79999923706055,9.699999809265137,3.5999999046325684,11.100000381469728,61.0,0.0,0,0,0,0,0,0,0.0,243,2
725317,4,49.79999923706055,31.89999961853028,10.0,9.199999809265137,14.0,39.0,0.0,0,0,0,0,0,0,0.0,115,0
725327,7,72.5999984741211,57.0,10.0,4.5,8.899999618530273,60.79999923706055,0.0,0,0,0,0,0,0,1.0,189,4
725317,10,53.20000076293945,45.0,7.300000190734863,6.900000095367432,9.899999618530272,50.0,0.0299999993294477,0,0,0,0,0,0,1.0,304,0
725314,7,76.5,65.69999694824219,8.600000381469727,2.200000047683716,7.0,60.79999923706055,0.0,0,0,0,0,0,0,1.0,189,4
725326,4,63.79999923706055,41.0,9.600000381469728,7.0,9.899999618530272,48.20000076293945,0.0,0,0,0,0,0,0,1.0,100,6
725326,9,60.70000076293945,50.59999847412109,8.100000381469727,1.7000000476837158,7.0,46.400001525878906,0.0,0,0,0,0,0,0,1.0,260,5
725326,11,61.09999847412109,37.70000076293945,10.0,6.5,12.0,51.79999923706055,0.0,0,0,0,0,0,0,1.0,307,3
725326,3,27.100000381469727,11.100000381469728,10.0,9.5,16.899999618530273,19.39999961853028,0.0,0,0,0,0,0,0,0.0,67,1
725305,4,45.29999923706055,34.5,9.699999809265137,12.100000381469728,18.100000381469727,37.400001525878906,0.2199999988079071,0,0,0,0,0,0,1.0,92,5
725315,6,76.5,65.5,10.0,8.0,12.0,63.0,0.0,0,0,0,0,0,0,0.0,160,3
725315,10,74.9000015258789,62.5,7.800000190734863,6.900000095367432,12.0,62.59999847412109,0.0,0,0,0,0,0,0,1.0,278,2
725316,9,79.5,59.0,9.199999809265137,9.399999618530272,14.0,68.0,0.0,0,0,0,0,0,0,0.0,256,1
725300,1,14.100000381469728,5.099999904632568,8.0,10.300000190734863,22.0,8.100000381469727,0.2199999988079071,0,0,0,0,0,0,0.0,23,6
725327,7,70.5,62.400001525878906,9.300000190734863,2.299999952316284,6.0,57.20000076293945,0.0099999997764825,0,0,0,0,0,0,1.0,211,5
725317,10,45.900001525878906,34.5,10.0,9.399999618530272,15.899999618530272,36.0,,0,0,0,0,0,0,0.0,296,6
725317,8,73.5999984741211,63.20000076293945,8.300000190734863,2.5,7.0,60.79999923706055,0.0,1,1,1,1,1,1,1.0,240,6
725314,9,71.0,58.0,8.600000381469727,0.699999988079071,5.099999904632568,55.900001525878906,0.0,1,1,1,1,1,1,0.0,245,4
725314,10,60.5,49.79999923706055,8.0,2.400000095367432,8.899999618530273,44.59999847412109,0.0,1,1,1,1,1,1,1.0,287,4
725320,2,31.0,24.299999237060547,5.599999904632568,7.099999904632568,10.100000381469728,23.0,0.0,1,1,1,1,1,1,0.0,33,2
725300,2,30.5,23.700000762939453,8.800000190734863,4.0,8.0,19.0,0.0,1,1,1,1,1,1,0.0,32,1
725314,2,32.0,24.700000762939453,6.099999904632568,4.099999904632568,7.0,23.0,0.0,0,0,0,0,0,0,0.0,32,1
725315,11,40.59999847412109,35.20000076293945,7.199999809265137,8.5,15.0,32.0,0.0,0,0,0,0,0,0,0.0,325,0
725305,9,70.5999984741211,62.900001525878906,6.5,9.300000190734863,18.100000381469727,64.0,0.050000000745058,0,0,0,0,0,0,0.0,262,0
725300,5,49.29999923706055,37.70000076293945,10.0,10.800000190734863,17.100000381469727,43.0,0.0,0,0,0,0,0,0,0.0,135,6
725305,11,26.89999961853028,6.900000095367432,10.0,17.0,26.0,15.800000190734863,0.0099999997764825,0,0,0,0,0,0,1.0,328,3
725327,5,66.19999694824219,45.70000076293945,10.0,6.900000095367432,14.0,51.09999847412109,0.0,0,0,0,0,0,0,0.0,128,6
725305,5,68.5999984741211,57.59999847412109,10.0,10.600000381469728,18.100000381469727,57.20000076293945,0.0299999993294477,0,0,0,0,0,0,1.0,130,1
