,date,station_number,month,mean_temp,mean_dew_point,mean_sealevel_pressure,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_temperature,total_precipitation,snow,max_temperature_explicit_enc,day_of_year,day_of_week
479,2005-10-14,725314,10,60.5,49.79999923706055,1020.4000244140624,8.0,2.400000095367432,8.899999618530273,44.59999847412109,0.0,1,1.0,287,4
499,2005-02-02,725320,2,31.0,24.299999237060547,1030.0,5.599999904632568,7.099999904632568,10.100000381469728,23.0,0.0,1,0.0,33,2
508,2005-02-01,725300,2,30.5,23.700000762939453,1030.4000244140625,8.800000190734863,4.0,8.0,19.0,0.0,1,0.0,32,1
531,2005-02-01,725314,2,32.0,24.700000762939453,1029.300048828125,6.099999904632568,4.099999904632568,7.0,23.0,0.0,0,0.0,32,1
574,2005-11-21,725315,11,40.59999847412109,35.20000076293945,1015.9000244140624,7.199999809265137,8.5,15.0,32.0,0.0,0,0.0,325,0
593,2005-09-19,725305,9,70.5999984741211,62.900001525878906,1015.2999877929688,6.5,9.300000190734863,18.100000381469727,64.0,0.050000000745058,0,0.0,262,0
617,2005-05-15,725300,5,49.29999923706055,37.70000076293945,1013.0999755859376,10.0,10.800000190734863,17.100000381469727,43.0,0.0,0,0.0,135,6
621,2005-11-24,725305,11,26.899999618530277,6.900000095367432,1005.7000122070312,10.0,17.0,26.0,15.800000190734863,0.0099999997764825,0,1.0,328,3
642,2005-05-08,725327,5,66.19999694824219,45.70000076293945,1016.4000244140624,10.0,6.900000095367432,14.0,51.09999847412109,0.0,0,0.0,128,6
665,2005-05-10,725305,5,68.5999984741211,57.59999847412109,1008.7999877929688,10.0,10.600000381469728,18.100000381469727,57.20000076293945,0.0299999993294477,0,1.0,130,1
691,2005-08-19,725330,8,75.80000305175781,69.80000305175781,1011.2000122070312,7.800000190734863,8.800000190734863,15.0,63.0,0.0,1,0.0,231,4
696,2006-08-07,725327,8,78.80000305175781,63.09999847412109,1020.4000244140624,10.0,4.800000190734863,6.0,75.0,0.0,0,0.0,219,0
706,2006-08-07,725314,8,91.4000015258789,71.9000015258789,1019.0999755859376,9.699999809265137,6.400000095367432,11.100000381469728,73.0,0.0,0,0.0,219,0
709,2006-04-22,725327,4,53.400001525878906,38.400001525878906,1012.5999755859376,10.0,0.6000000238418579,2.900000095367432,48.20000076293945,0.0,0,1.0,112,5
731,2006-12-30,725327,12,45.29999923706055,40.5,1029.5,6.599999904632568,2.400000095367432,8.0,41.0,0.0,0,0.0,364,5
740,2006-05-16,725326,5,57.20000076293945,52.0,,8.699999809265137,6.900000095367432,13.0,48.20000076293945,0.2300000041723251,0,1.0,136,1
750,2006-02-01,725317,2,42.400001525878906,31.200000762939453,1010.2000122070312,10.0,9.600000381469728,14.0,35.599998474121094,0.0,0,1.0,32,2
758,2006-03-01,725327,3,35.0,19.299999237060547,1013.4000244140624,10.0,7.900000095367432,15.0,26.600000381469727,0.0,0,1.0,60,2
789,2006-01-06,725315,1,30.700000762939453,23.200000762939453,1021.0999755859376,10.0,9.699999809265137,13.0,30.0,0.0,0,0.0,6,4
797,2006-05-24,725305,5,62.400001525878906,47.400001525878906,1014.2000122070312,9.300000190734863,9.100000381469728,16.899999618530273,50.0,0.050000000745058,0,1.0,144,2
802,2006-03-15,725315,3,35.29999923706055,24.100000381469727,1024.0999755859375,10.0,6.699999809265137,9.899999618530272,26.600000381469727,0.0,0,1.0,74,2
807,2006-03-31,725327,3,62.900001525878906,47.900001525878906,1008.0,9.699999809265137,15.399999618530272,28.0,55.400001525878906,0.050000000745058,0,1.0,90,4
809,2006-07-23,725317,7,71.80000305175781,60.59999847412109,1015.2000122070312,10.0,2.5999999046325684,6.0,59.0,0.0,0,0.0,204,6
820,2006-11-15,725305,11,44.400001525878906,41.900001525878906,1009.0999755859376,4.400000095367432,9.300000190734863,21.0,42.79999923706055,0.0,0,1.0,319,2
842,2006-07-23,725326,7,68.0,58.900001525878906,,8.899999618530273,1.399999976158142,8.899999618530273,55.400001525878906,0.0,0,0.0,204,6
976,2006-02-10,725326,2,30.700000762939453,20.600000381469727,,9.0,6.099999904632568,12.0,26.600000381469727,0.0,0,0.0,41,4
1009,2006-10-11,725320,10,51.900001525878906,46.900001525878906,1003.5999755859376,7.300000190734863,7.199999809265137,16.899999618530273,41.0,0.449999988079071,0,1.0,284,2
1025,2006-11-16,725317,11,41.900001525878906,38.79999923706055,1000.0999755859376,5.900000095367432,21.799999237060547,28.899999618530277,39.0,0.4000000059604645,0,0.0,320,3
1026,2006-01-17,725320,1,33.0,25.299999237060547,1003.9000244140624,8.199999809265137,10.399999618530272,15.0,26.600000381469727,0.0,0,1.0,17,1
1034,2006-08-31,725315,8,66.4000015258789,61.59999847412109,1016.9000244140624,10.0,10.5,14.0,62.09999847412109,0.0599999986588954,0,0.0,243,3
1035,2006-03-29,725314,3,47.79999923706055,39.09999847412109,1024.4000244140625,8.699999809265137,4.099999904632568,11.100000381469728,33.79999923706055,0.0,0,1.0,88,2
1047,2006-11-28,725305,11,56.0,51.900001525878906,1014.9000244140624,7.400000095367432,10.600000381469728,18.100000381469727,51.09999847412109,0.1299999952316284,0,0.0,332,1
1052,2006-03-26,725305,3,37.0,27.100000381469727,1024.9000244140625,8.0,3.700000047683716,11.100000381469728,24.799999237060547,0.0,0,1.0,85,6
1060,2006-06-02,725300,6,69.0,45.900001525878906,1016.2999877929688,10.0,4.800000190734863,12.0,55.400001525878906,0.0,0,1.0,153,4
1065,2006-10-11,725300,10,51.400001525878906,47.20000076293945,1001.5,7.699999809265137,7.800000190734863,16.899999618530273,42.09999847412109,0.4900000095367431,0,0.0,284,2
1089,2006-08-04,725315,8,73.19999694824219,63.900001525878906,1018.5,8.5,5.900000095367432,13.0,60.09999847412109,0.0,0,0.0,216,4
1097,2006-07-26,725316,7,79.19999694824219,67.5,1010.5999755859376,9.399999618530272,9.199999809265137,12.0,75.0,0.0900000035762786,0,0.0,207,2
1129,2006-04-27,725326,4,55.400001525878906,33.0,,10.0,6.5,13.0,39.20000076293945,0.0,0,1.0,117,3
1144,2006-09-04,725305,9,66.4000015258789,61.29999923706055,1020.0,7.0,5.0,15.899999618530272,60.79999923706055,0.3899999856948852,0,1.0,247,0
1176,2006-06-10,725314,6,79.30000305175781,62.70000076293945,1009.7999877929688,10.0,4.5,8.899999618530273,66.19999694824219,0.0,0,1.0,161,5
1179,2006-05-21,725315,5,58.79999923706055,40.400001525878906,1013.5999755859376,10.0,8.699999809265137,15.0,50.0,0.0,0,1.0,141,6
1213,2006-04-24,725320,4,59.400001525878906,42.09999847412109,1014.0999755859376,10.0,4.599999904632568,15.0,42.09999847412109,0.0,0,0.0,114,0
1244,2006-10-31,725314,10,54.400001525878906,40.400001525878906,1015.0,10.0,9.899999618530272,16.899999618530273,42.09999847412109,0.050000000745058,0,0.0,304,1
1254,2006-10-01,725317,10,65.80000305175781,48.29999923706055,1016.2999877929688,10.0,5.300000190734863,12.0,48.900001525878906,0.0,0,0.0,274,6
1261,2006-12-08,725330,12,13.100000381469728,4.199999809265137,1035.5999755859375,10.0,10.399999618530272,14.0,7.0,0.0299999993294477,0,0.0,342,4
1271,2006-01-27,725315,1,37.400001525878906,26.600000381469727,1030.0,10.0,10.899999618530272,18.100000381469727,19.0,0.0,0,0.0,27,4
1275,2006-01-08,725300,1,37.79999923706055,28.0,1005.0999755859376,9.899999618530272,8.600000381469727,18.100000381469727,33.79999923706055,0.0,0,1.0,8,6
1291,2006-10-18,725316,10,60.70000076293945,55.79999923706055,1010.2000122070312,8.100000381469727,6.5,15.899999618530272,53.09999847412109,0.0,0,0.0,291,2
1300,2006-04-11,725300,4,61.400001525878906,36.5,1016.0,10.0,11.399999618530272,22.899999618530277,50.0,0.0,0,1.0,101,1
1419,2007-04-05,725327,4,31.100000381469727,16.299999237060547,1020.2000122070312,10.0,11.5,15.899999618530272,26.600000381469727,0.0,0,1.0,95,3
1447,2007-04-08,725314,4,36.09999847412109,16.700000762939453,1021.7000122070312,10.0,4.900000095367432,11.100000381469728,26.600000381469727,0.0,0,1.0,98,6
1653,2007-04-14,725305,4,41.59999847412109,24.700000762939453,1017.0,10.0,6.699999809265137,18.100000381469727,35.099998474121094,0.0,0,0.0,104,5
1664,2007-02-13,725320,2,26.200000762939453,22.200000762939453,1018.7000122070312,2.0,15.199999809265137,22.0,19.399999618530277,0.0799999982118606,1,1.0,44,1
1666,2007-08-24,725330,8,77.30000305175781,68.19999694824219,1011.7999877929688,9.5,8.699999809265137,25.100000381469727,66.9000015258789,0.0399999991059303,0,0.0,236,4
1669,2007-12-19,725327,12,27.399999618530277,22.5,1017.4000244140624,5.400000095367432,6.699999809265137,15.0,19.399999618530277,0.0,0,1.0,353,2
1692,2007-07-17,725314,7,79.30000305175781,69.4000015258789,1014.7999877929688,9.899999618530272,4.900000095367432,15.0,72.0,0.0,0,0.0,198,1
1703,2007-03-23,725317,3,62.29999923706055,57.29999923706055,1017.0999755859376,8.899999618530273,5.900000095367432,11.100000381469728,57.0,0.0799999982118606,0,0.0,82,4
1704,2007-01-15,725327,1,31.899999618530277,30.100000381469727,1015.0,4.900000095367432,7.400000095367432,14.0,30.0,0.5199999809265137,1,0.0,15,0
1713,2007-03-22,725330,3,60.59999847412109,50.0,1016.4000244140624,9.300000190734863,14.800000190734863,23.899999618530277,57.20000076293945,0.0,0,1.0,81,3
1716,2007-05-27,725300,5,65.80000305175781,53.09999847412109,1016.9000244140624,9.399999618530272,8.899999618530273,14.0,60.79999923706055,0.270000010728836,0,1.0,147,6
1721,2007-12-19,725300,12,28.399999618530277,22.100000381469727,1017.2000122070312,5.900000095367432,5.800000190734863,8.899999618530273,19.899999618530277,0.0,0,0.0,353,2
1748,2007-09-27,725314,9,71.0999984741211,55.79999923706055,1016.0999755859376,9.0,3.0999999046325684,11.100000381469728,61.0,0.0,0,0.0,270,3
1778,2007-07-02,725316,7,68.5999984741211,56.29999923706055,1022.7999877929688,9.899999618530272,5.800000190734863,8.899999618530273,55.400001525878906,0.0,0,1.0,183,0
1788,2007-04-26,725300,4,47.59999847412109,45.09999847412109,1008.2999877929688,4.400000095367432,9.399999618530272,14.0,44.59999847412109,0.3700000047683716,1,1.0,116,3
1815,2007-11-27,725305,11,31.200000762939453,17.100000381469727,1023.0999755859376,9.0,8.699999809265137,16.899999618530273,25.0,0.0,0,0.0,331,1
1817,2007-12-18,725320,12,26.700000762939453,21.399999618530277,1018.5,6.199999809265137,7.800000190734863,12.0,19.399999618530277,0.0,0,1.0,352,1
1840,2007-09-27,725315,9,62.29999923706055,50.79999923706055,1015.7999877929688,5.400000095367432,3.700000047683716,8.899999618530273,48.0,0.0,1,0.0,270,3
1867,2007-07-08,725314,7,80.80000305175781,66.30000305175781,1012.0,8.800000190734863,3.0999999046325684,8.0,68.0,0.0,0,0.0,189,6
1899,2007-01-08,725314,1,38.5,23.100000381469727,1017.4000244140624,10.0,10.699999809265137,21.0,30.0,0.1000000014901161,0,0.0,8,0
1912,2007-09-16,725320,9,59.70000076293945,41.0,1022.9000244140624,10.0,4.199999809265137,13.0,37.900001525878906,0.0,0,0.0,259,6
1913,2007-09-27,725320,9,62.70000076293945,47.79999923706055,1015.7999877929688,9.699999809265137,3.200000047683716,11.100000381469728,50.0,0.0,0,1.0,270,3
1926,2007-11-23,725305,11,26.200000762939453,15.899999618530272,1029.800048828125,10.0,5.900000095367432,12.0,19.399999618530277,0.0,0,1.0,327,4
1945,2007-10-10,725316,10,56.70000076293945,37.59999847412109,1015.7999877929688,10.0,12.300000190734863,20.0,48.0,0.0,0,0.0,283,2
1962,2007-09-15,725315,9,52.20000076293945,34.79999923706055,1025.699951171875,10.0,4.400000095367432,8.899999618530273,37.400001525878906,0.0,0,1.0,258,5
1984,2008-09-23,725305,9,67.5999984741211,57.59999847412109,1026.800048828125,8.199999809265137,3.700000047683716,8.899999618530273,60.79999923706055,0.0,0,1.0,267,1
1990,2008-03-19,725314,3,42.59999847412109,39.09999847412109,1010.7999877929688,6.0,12.600000381469728,18.100000381469727,39.20000076293945,2.6600000858306885,0,1.0,79,2
2107,2008-07-04,725326,7,65.0,51.20000076293945,,10.0,3.700000047683716,8.0,51.79999923706055,0.0,0,1.0,186,4
2120,2008-06-05,725326,6,78.4000015258789,69.80000305175781,,8.800000190734863,6.199999809265137,11.100000381469728,71.5999984741211,0.0,0,1.0,157,3
2128,2008-06-15,725326,6,70.69999694824219,59.09999847412109,,10.0,7.0,21.0,60.79999923706055,0.1199999973177909,0,0.0,167,6
2129,2008-10-06,725326,10,59.400001525878906,45.70000076293945,,10.0,7.900000095367432,13.0,46.400001525878906,0.050000000745058,0,1.0,280,0
2135,2008-12-06,725326,12,25.799999237060547,18.299999237060547,,8.199999809265137,11.899999618530272,21.0,15.800000190734863,0.0,0,0.0,341,5
2160,2008-05-26,725326,5,71.4000015258789,64.0,,9.800000190734863,8.100000381469727,15.899999618530272,62.59999847412109,1.9600000381469729,0,1.0,147,0
2234,2008-03-21,725315,3,47.29999923706055,37.20000076293945,1017.5999755859376,10.0,12.300000190734863,22.899999618530277,37.0,0.0,0,0.0,81,4
2258,2008-12-03,725327,12,33.599998474121094,27.399999618530277,1013.4000244140624,9.899999618530272,9.699999809265137,13.0,28.399999618530277,0.0,0,1.0,338,2
2277,2008-11-24,725314,11,47.59999847412109,33.099998474121094,1016.7999877929688,9.199999809265137,10.399999618530272,19.0,44.09999847412109,0.0099999997764825,0,0.0,329,0
2278,2008-11-07,725305,11,43.09999847412109,37.5,1007.2999877929688,9.5,8.5,18.100000381469727,36.0,0.0299999993294477,0,0.0,312,4
2288,2008-02-14,725317,2,26.100000381469727,20.100000381469727,1017.5,9.199999809265137,12.300000190734863,20.0,19.0,0.0,0,0.0,45,3
2289,2008-01-17,725300,1,31.399999618530277,23.399999618530277,1013.2000122070312,7.699999809265137,11.199999809265137,22.899999618530277,15.800000190734863,0.0799999982118606,0,1.0,17,3
2298,2008-08-08,725327,8,68.80000305175781,55.900001525878906,1016.5999755859376,10.0,3.5999999046325684,8.899999618530273,62.09999847412109,0.0,0,0.0,221,4
2300,2008-02-29,725315,2,33.400001525878906,28.700000762939453,1017.9000244140624,7.400000095367432,11.899999618530272,20.0,27.0,0.0399999991059303,1,0.0,60,4
2331,2008-08-27,725315,8,71.30000305175781,58.29999923706055,1013.0,9.899999618530272,5.599999904632568,8.899999618530273,59.0,0.0,0,0.0,240,2
2344,2008-07-20,725315,7,79.9000015258789,71.0999984741211,1013.5999755859376,8.0,6.800000190734863,20.0,68.0,0.0,0,1.0,202,6
2351,2008-06-22,725314,6,70.80000305175781,60.09999847412109,1016.0,9.899999618530272,3.5999999046325684,9.899999618530272,61.0,0.0,0,0.0,174,6
2357,2008-03-28,725316,3,38.900001525878906,32.79999923706055,1020.0,9.5,15.199999809265137,22.899999618530277,33.099998474121094,0.5600000023841858,0,0.0,88,4
2362,2008-07-04,725317,7,67.5999984741211,60.79999923706055,1016.2000122070312,8.0,6.599999904632568,14.0,62.09999847412109,0.0599999986588954,0,0.0,186,4
2442,2008-09-22,725317,9,67.5999984741211,57.400001525878906,1025.199951171875,6.900000095367432,2.5,8.899999618530273,55.400001525878906,0.0,1,1.0,266,0
2510,2008-09-15,725300,9,59.79999923706055,52.70000076293945,1016.0,10.0,6.599999904632568,11.100000381469728,55.900001525878906,1.2200000286102295,0,0.0,259,0
2516,2008-02-04,725305,2,36.20000076293945,31.899999618530277,1012.5,1.2999999523162842,7.099999904632568,13.0,30.200000762939453,0.0799999982118606,1,1.0,35,0
2528,2008-05-19,725305,5,50.400001525878906,34.70000076293945,1005.5,10.0,1.600000023841858,8.899999618530273,37.0,0.0,0,0.0,140,0
2539,2008-10-28,725305,10,36.29999923706055,23.5,1028.199951171875,10.0,8.100000381469727,15.0,28.399999618530277,0.0,0,1.0,302,1
2542,2008-09-07,725327,9,64.5,54.5,1018.0,9.800000190734863,5.400000095367432,9.899999618530272,57.20000076293945,0.050000000745058,0,1.0,251,6
2545,2008-02-25,725316,2,34.20000076293945,31.100000381469727,1014.9000244140624,6.0,10.300000190734863,16.899999618530273,33.099998474121094,0.0,0,0.0,56,0
2591,2008-05-11,725327,5,51.900001525878906,45.59999847412109,1000.5999755859376,7.800000190734863,13.100000381469728,21.0,46.0,0.0099999997764825,0,0.0,132,6
2600,2008-12-13,725316,12,31.799999237060547,23.899999618530277,1019.2000122070312,10.0,13.100000381469728,22.0,21.0,0.0,0,0.0,348,5
2666,2009-11-16,725327,11,43.09999847412109,38.29999923706055,1022.0999755859376,9.899999618530272,8.300000190734863,12.0,41.0,0.3300000131130218,0,1.0,320,0
2676,2009-11-19,725317,11,43.70000076293945,42.29999923706055,1018.0999755859376,6.599999904632568,7.0,9.899999618530272,42.09999847412109,0.0,0,0.0,323,3
2763,2009-06-07,725326,6,68.5999984741211,56.79999923706055,,9.899999618530272,5.099999904632568,15.0,60.79999923706055,0.1000000014901161,0,1.0,158,6
2862,2009-01-14,725326,1,4.199999809265137,-2.700000047683716,,5.0,9.899999618530272,20.0,-5.800000190734863,0.0,0,0.0,14,2
2875,2009-07-10,725327,7,70.4000015258789,61.900001525878906,1017.5999755859376,8.199999809265137,4.099999904632568,8.0,57.20000076293945,0.0199999995529651,0,1.0,191,4
2895,2009-08-05,725316,8,70.80000305175781,65.69999694824219,1016.0,6.599999904632568,3.5,7.0,60.79999923706055,0.0099999997764825,1,1.0,217,2
2904,2009-09-13,725300,9,67.5,56.5,1020.2999877929688,6.199999809265137,3.0,8.0,57.20000076293945,0.0,1,1.0,256,6
2912,2009-01-15,725327,1,-0.699999988079071,-8.199999809265137,1034.699951171875,7.5,11.899999618530272,16.899999618530273,-14.800000190734863,0.0399999991059303,1,1.0,15,3
2922,2009-11-10,725317,11,54.0,49.79999923706055,1025.9000244140625,6.599999904632568,7.900000095367432,20.0,48.20000076293945,0.0,1,1.0,314,1
2930,2009-01-18,725305,1,16.200000762939453,6.900000095367432,1009.7000122070312,8.199999809265137,8.899999618530273,15.899999618530272,6.099999904632568,0.0,0,0.0,18,6
2943,2009-05-07,725327,5,62.5,52.0,1008.4000244140624,7.900000095367432,8.300000190734863,14.0,55.0,0.0099999997764825,0,0.0,127,3
2959,2009-02-17,725305,2,32.0,23.0,1017.5999755859376,9.199999809265137,10.5,20.0,25.0,0.0,0,0.0,48,1
2979,2009-01-05,725305,1,18.600000381469727,7.599999904632568,1024.4000244140625,10.0,7.5,12.0,10.0,0.0,0,0.0,5,0
2996,2009-12-30,725315,12,24.0,19.799999237060547,1024.0999755859375,7.199999809265137,7.599999904632568,12.0,12.899999618530272,0.0,0,0.0,364,2
3001,2009-09-18,725320,9,62.59999847412109,50.400001525878906,1021.2999877929688,9.0,2.799999952316284,8.0,48.20000076293945,0.0,0,1.0,261,4
3030,2009-06-29,725327,6,70.5,52.29999923706055,1003.5,10.0,9.199999809265137,20.0,60.09999847412109,0.0,0,0.0,180,0
3035,2009-12-30,725316,12,26.100000381469727,21.299999237060547,1024.699951171875,6.900000095367432,7.800000190734863,12.0,15.800000190734863,0.0099999997764825,0,1.0,364,2
3036,2009-04-13,725314,4,49.20000076293945,43.79999923706055,1007.5,7.400000095367432,6.300000190734863,13.0,46.400001525878906,0.4199999868869781,0,1.0,103,0
3046,2009-03-09,725300,3,36.79999923706055,30.5,1019.7000122070312,8.899999618530273,7.900000095367432,15.899999618530272,33.099998474121094,1.0700000524520874,0,0.0,68,0
3055,2009-07-15,725320,7,77.19999694824219,66.0999984741211,1013.7999877929688,9.600000381469728,9.199999809265137,15.899999618530272,69.80000305175781,0.2899999916553497,0,1.0,196,2
3066,2009-09-01,725320,9,60.09999847412109,48.400001525878906,1025.9000244140625,10.0,3.5,8.899999618530273,48.20000076293945,0.0,0,1.0,244,1
3071,2009-07-06,725316,7,73.0,59.29999923706055,1013.0,9.5,4.599999904632568,9.899999618530272,62.59999847412109,0.0,0,1.0,187,0
3074,2009-08-06,725315,8,68.5999984741211,58.09999847412109,1019.2000122070312,9.800000190734863,1.600000023841858,4.099999904632568,57.0,0.0,0,0.0,218,3
3129,2009-06-17,725305,6,68.5,62.79999923706055,1011.2000122070312,4.099999904632568,6.400000095367432,12.0,64.4000015258789,0.0099999997764825,1,1.0,168,2
3135,2009-08-16,725320,8,75.5,67.30000305175781,1015.2000122070312,7.800000190734863,7.800000190734863,14.0,66.9000015258789,0.3600000143051147,0,0.0,228,6
3154,2009-06-21,725330,6,76.19999694824219,63.900001525878906,1010.2000122070312,10.0,3.5,8.0,62.59999847412109,0.0,0,1.0,172,6
3176,2009-06-04,725326,6,59.20000076293945,41.20000076293945,,10.0,4.400000095367432,9.899999618530272,46.400001525878906,0.0,0,1.0,155,3
3207,2009-01-20,725320,1,14.199999809265137,7.900000095367432,1020.5,7.900000095367432,5.0,8.0,6.099999904632568,0.0299999993294477,0,0.0,20,1
3236,2009-03-07,725314,3,68.4000015258789,53.09999847412109,1012.2000122070312,10.0,8.0,13.0,59.0,0.0,0,0.0,66,5
3239,2009-02-06,725316,2,34.29999923706055,25.600000381469727,1020.7999877929688,10.0,9.699999809265137,15.899999618530272,21.899999618530277,0.0,0,0.0,37,4
3240,2009-04-03,725320,4,44.29999923706055,32.0,1004.2999877929688,9.0,9.100000381469728,12.0,35.099998474121094,0.1700000017881393,0,0.0,93,4
3300,2005-11-09,725314,11,67.5999984741211,51.20000076293945,1014.5,10.0,9.5,15.0,55.400001525878906,0.0,0,1.0,313,2
3302,2005-04-14,725314,4,53.29999923706055,36.400001525878906,1021.7999877929688,10.0,8.300000190734863,13.0,37.900001525878906,0.0,0,0.0,104,3
3325,2005-01-19,725314,1,36.400001525878906,25.5,1022.2000122070312,9.899999618530272,8.899999618530273,15.0,26.600000381469727,0.0,0,1.0,19,2
3347,2005-11-05,725305,11,50.59999847412109,44.09999847412109,1009.5999755859376,4.800000190734863,6.300000190734863,11.100000381469728,41.0,0.0299999993294477,0,1.0,309,5
3353,2005-11-20,725326,11,41.29999923706055,33.29999923706055,,10.0,5.599999904632568,9.899999618530272,39.20000076293945,0.0,0,0.0,324,6
3368,2005-01-11,725326,1,31.799999237060547,28.600000381469727,,4.900000095367432,7.900000095367432,13.0,28.399999618530277,0.0,0,0.0,11,1
3478,2005-04-21,725326,4,51.29999923706055,39.20000076293945,,10.0,11.399999618530272,15.0,44.59999847412109,0.0,0,0.0,111,3
3479,2005-06-01,725326,6,68.69999694824219,47.59999847412109,,10.0,9.300000190734863,15.899999618530272,51.79999923706055,0.0,0,1.0,152,2
3552,2005-07-04,725316,7,77.5999984741211,65.0999984741211,1013.2999877929688,9.800000190734863,7.400000095367432,12.0,69.80000305175781,,0,1.0,185,0
3566,2005-07-15,725315,7,74.0,71.69999694824219,1013.5999755859376,5.300000190734863,5.199999809265137,11.100000381469728,69.80000305175781,0.050000000745058,0,1.0,196,4
3581,2005-12-26,725314,12,36.59999847412109,32.099998474121094,1015.5999755859376,10.0,7.400000095367432,16.899999618530273,33.099998474121094,0.0299999993294477,0,0.0,360,0
3582,2005-11-23,725305,11,34.599998474121094,28.299999237060547,1000.7999877929688,8.300000190734863,9.800000190734863,19.0,24.100000381469727,0.0099999997764825,0,0.0,327,2
3629,2005-02-07,725326,2,39.59999847412109,37.09999847412109,,2.400000095367432,4.800000190734863,9.899999618530272,33.79999923706055,0.2800000011920929,0,1.0,38,0
3654,2005-11-27,725327,11,46.59999847412109,41.0,1011.2999877929688,7.300000190734863,7.900000095367432,12.0,41.0,0.0399999991059303,0,0.0,331,6
3665,2005-10-17,725320,10,60.400001525878906,44.70000076293945,1013.7999877929688,9.899999618530272,5.599999904632568,13.0,48.20000076293945,0.0,0,1.0,290,0
3691,2005-12-21,725330,12,22.600000381469727,16.600000381469727,1024.300048828125,7.699999809265137,11.5,18.100000381469727,5.0,0.0,1,0.0,355,2
3711,2005-06-06,725305,6,76.30000305175781,58.09999847412109,1009.7000122070312,10.0,12.0,20.0,63.0,0.0,0,0.0,157,0
3721,2005-12-20,725314,12,20.100000381469727,12.600000381469728,1031.4000244140625,9.5,1.5,7.0,10.399999618530272,0.0,0,1.0,354,1
3725,2005-10-07,725327,10,52.20000076293945,41.59999847412109,1019.4000244140624,10.0,6.199999809265137,14.0,48.900001525878906,0.0,0,0.0,280,4
3733,2005-09-20,725305,9,69.69999694824219,58.20000076293945,1019.0,8.399999618530273,2.299999952316284,8.0,53.09999847412109,0.4000000059604645,1,0.0,263,1
3745,2005-12-26,725317,12,33.79999923706055,30.0,1014.0,8.5,9.0,18.100000381469727,33.099998474121094,0.0,0,0.0,360,0
3765,2005-08-29,725330,8,71.9000015258789,60.70000076293945,1012.4000244140624,9.300000190734863,2.900000095367432,8.899999618530273,55.0,0.0,1,0.0,241,0
3777,2005-02-24,725320,2,33.79999923706055,24.899999618530277,1021.9000244140624,8.300000190734863,2.5,5.099999904632568,21.0,0.0,0,0.0,55,3
